,Domain,Course,Similarity
8044,"New Product Quality Manager, Consumer Hardware",CSE 307,0.09666446684859693
8045,"Principal, Strategy, YouTube",CSE 307,0.09666446684859693
8046,"Quantitative Analyst, Trust and Safety",CSE 307,0.09661590671166778
8047,"Partner Program Design Manager, Technology Partners, Google Cloud",CSE 307,0.0966137467417866
8048,"Strategic Partner Manager, Carrier",CSE 307,0.0966137467417866
8049,"Project Manager, Staffing Services Operations",CSE 307,0.09622478429228068
8050,"Technical Analytics Architect, Google Cloud Online Experience",CSE 307,0.09622478429228068
8051,"Business Lead, Partner Directory, Google Cloud",CSE 307,0.09586215647868812
8052,"Product Lifecycle Management, Business Systems",CSE 307,0.09586215647868812
8053,"Associate Account Strategist, Sales, Google Marketing Solutions (Spanish)",CSE 307,0.09581688723992557
8054,"Communications Manager, Developer and Emerging Ads",CSE 307,0.09581688723992557
8055,"Global Head of Music Social and Influencer Marketing, Marketing, YouTube",CSE 307,0.09581688723992557
8056,"Product Analyst, Product and Sales Activation, Google Marketing Solutions",CSE 307,0.09581688723992557
8057,"Product Marketing Manager, Google Cloud Platform Monitoring, Google Cloud",CSE 307,0.0957738098455593
8058,"Product Marketing Manager, Networking, Google Cloud",CSE 307,0.0957738098455593
8059,"HR Business Partner, Employee Relations",CSE 307,0.09548900797381066
8060,"Project Lead, Staffing Services Operations Team",CSE 307,0.09548900797381066
8061,"Social Marketing Manager, Google Social Lab",CSE 307,0.09548522500554099
8062,"Manufacturing Business Manager, Google Hardware",CSE 307,0.09537298353388905
8063,"Senior Manager, Supply Chain",CSE 307,0.09537298353388905
8064,"Strategic Cloud DevOps and Infrastructure Engineer, Google Cloud Professional Services",CSE 307,0.09530235612764955
8065,"Product Marketing Manager, Direct SMB Acquisitions",CSE 307,0.09526233971118928
8066,"Business Development Consultant (Spanish), Google Marketing Solutions",CSE 307,0.09514537891373039
8067,"Global Partnerships Solutions Lead, News and Publishing",CSE 307,0.09514537891373039
8068,Platforms Account Manager,CSE 307,0.09514537891373039
8069,Programmatic Account Manager,CSE 307,0.09485695993062108
8070,People Operations Business Intelligence Analyst,CSE 307,0.09462565002031624
8071,"APAC Manager, Employment Tax",CSE 307,0.09457226505037397
8072,"Anti-Money Laundering (AML) Operations Manager, Payments Compliance",CSE 307,0.09457226505037397
8073,"Technical Program Manager, Google Home Platform Software",CSE 307,0.09457226505037397
8074,"Quantitative Analyst Lead, Trust and Safety",CSE 307,0.09456070316955448
8075,"User Experience Researcher, Google Cloud Support",CSE 307,0.09444070288445801
8076,"Political Advertising Program, Summer-Fall 2018",CSE 307,0.09428801611065865
8077,Financial Accountant/Controller,CSE 307,0.09401903375983238
8078,Associate Product Marketing Manager,CSE 307,0.09393949143122882
8079,"Associate, Business Operations and Strategy",CSE 307,0.09393949143122882
8080,DoubleClick Search Lead (Full-time/Part-time),CSE 307,0.09393949143122882
8081,"Strategic Partner Manager (Technical), Channel Sales",CSE 307,0.09393949143122882
8082,"User Engagement Strategy Manager, Google Technical Services, Scaled Engagement and Learning",CSE 307,0.09393949143122882
8083,Entity Controller,CSE 307,0.09376760895829647
8084,"Quality Program Manager, Global Vendor Operations, YouTube",CSE 307,0.09360296145750908
8085,"Business Lead for Partner Relationship Management (PRM) Solution, Google Cloud",CSE 307,0.09319237838499247
8086,"Inside Sales Executive, Google Cloud",CSE 307,0.09319237838499247
8087,"Sales Executive, Google Cloud Platform",CSE 307,0.09319237838499247
8088,"Performance Video Agency Specialist, YouTube",CSE 307,0.0924321636557579
8089,"Customer Solutions Engineer, Google Technical Services Ads",CSE 307,0.09233489502221345
8090,"Manager, Mid Market Sales",CSE 307,0.09233489502221345
8091,"Product Strategist, Growth, YouTube",CSE 307,0.09233489502221345
8092,Technical Recruiter,CSE 307,0.09233489502221345
8093,"Associate Account Strategist, Sales, Google Marketing Solutions (English and Russian)",CSE 307,0.09229631262132898
8094,"Curriculum Architect Manager, Scaled Engagement and Learning, Google Technical Services",CSE 307,0.09229631262132898
8095,"Online Partner Manager (MENA), YouTube",CSE 307,0.09229631262132898
8096,"Internal Audit, Infrastructure Technology Audit Manager",CSE 307,0.09197114032285754
8097,"Technical Specialist, Google Technical Services, Ads",CSE 307,0.09192592456820421
8098,"Software Engineer, Virtual Prototyping",CSE 307,0.09084358329419047
8099,"Marketing Analytics Manager, Retail Marketing",CSE 307,0.0908271229127422
8100,"Product Marketing Manager, Google Analytics",CSE 307,0.0908271229127422
8101,"Corporate Operations Engineer, Finance IT Support",CSE 307,0.09011618002550677
8102,"Customer Experience Data Scientist, Google Cloud Support",CSE 307,0.09011618002550677
8103,"Head of Government Channels, Google Cloud",CSE 307,0.09001995041035116
8104,"Partner Marketing Manager, Google Cloud",CSE 307,0.09001995041035116
8105,"Hardware System Validation Engineer, Consumer Hardware",CSE 307,0.08971718878019601
8106,"Global Supply Chain Manager, Packaging",CSE 307,0.08963493748451583
8107,"Account Executive (Direct), United Kingdom/Ireland",CSE 307,0.08930842690169812
8108,"Android Platform Partnerships Lead, Android and Play Business",CSE 307,0.08930842690169812
8109,"Growth Manager, US Gaming, Mobile Apps",CSE 307,0.08922672858461737
8110,"Partner Business Manager (DACH), System Integrator Partnerships (German)",CSE 307,0.08922672858461737
8111,"Senior Tax Manager, Treasury",CSE 307,0.08900922486936906
8112,"Content Manager, Google Careers",CSE 307,0.08863935095723718
8113,Leadership Staffing Researcher (EMEA),CSE 307,0.08863935095723718
8114,Measurement and Attribution Specialist (Northern Europe),CSE 307,0.08863935095723718
8115,"Merchandising Manager, Games, Google Play (English, Russian)",CSE 307,0.08863935095723718
8116,"Associate Account Strategist (Czech/Slovak), Global Customer Experience",CSE 307,0.08833719471585937
8117,"Associate Account Strategist (Hungarian), Global Customer Experience",CSE 307,0.08833719471585937
8118,Staffing Channels Specialist,CSE 307,0.08833719471585937
8119,Treasury Accountant,CSE 307,0.08833719471585937
8120,MBA Intern (Korean-English Bilingual) 2018,CSE 307,0.08799994587898255
8121,Campus Security Manager,CSE 307,0.08716132324188948
8122,"Copywriter, Web, Google Cloud",CSE 307,0.08716132324188948
8123,Accounting Manager,CSE 307,0.08709314481820911
8124,"Associate Account Strategist, Global Customer Experience (Spanish)",CSE 307,0.08709314481820911
8125,Business Intern 2018,CSE 307,0.08709314481820911
8126,"Data Analyst, Product and Tools Operations, Google Technical Services",CSE 307,0.08709314481820911
8127,"Machine Learning Product Specialist, Google Cloud (EMEA)",CSE 307,0.08709314481820911
8128,"Manager, Measurement & Attribution Specialists, Google Technical Professional Services",CSE 307,0.08709314481820911
8129,"Partner Strategy Planning Lead, Google Cloud",CSE 307,0.08709314481820911
8130,"Pre-Sales Solutions Architect Manager, Google Cloud",CSE 307,0.08709314481820911
8131,Real Estate and Workplace Services (REWS) Business Partner,CSE 307,0.08709314481820911
8132,Recruiter (GBOP),CSE 307,0.08709314481820911
8133,"Strategy and Operations Excellence Analyst, Google Marketing Solutions",CSE 307,0.08709314481820911
8134,"Supply Planning Program Manager, Consumer Hardware",CSE 307,0.08709314481820911
8135,"Survey Lead, Google Cloud Support",CSE 307,0.08709314481820911
8136,"Technical Trainer Manager, Google Cloud",CSE 307,0.08709314481820911
8137,"Community Enablement Manager, Global Partner, Google Cloud",CSE 307,0.08700308168772608
8138,"Executive/Administrative Business Partner, YouTube",CSE 307,0.08700308168772608
8139,"Head of Channel Sales, Russia and CIS",CSE 307,0.08700308168772608
8140,"Strategic Partner Development Manager, Google Marketing Solutions, Channel Sales",CSE 307,0.08700308168772608
8141,UX Content Strategist Lead,CSE 307,0.08700308168772608
8142,"Product Manager, Growth, Waze",CSE 307,0.08647694066166878
8143,"Programmatic Industry Manager (English, Bahasa Indonesia)",CSE 307,0.08647694066166878
8144,"Data Analyst, Product Trust and Safety",CSE 307,0.08594174180179834
8145,Risk and Compliance Manager,CSE 307,0.08594174180179834
8146,"Software Engineer, Tools and Infrastructure",CSE 307,0.08594174180179834
8147,"Sales Engineering Manager, Shared Services, Google Cloud",CSE 307,0.08572414917871356
8148,"Sales and Customer Growth Strategist, Google Cloud (Spanish)",CSE 307,0.08572414917871356
8149,Programmatic Account Strategist (English),CSE 307,0.08549864301458002
8150,"Developer Advocate, Web",CSE 307,0.08526734478073195
8151,"Business Systems Analyst, PLM and CAD",CSE 307,0.08522513756761327
8152,Staffing Services Associate Lead,CSE 307,0.08522513756761327
8153,"Platform Sales Manager, Media Platforms Account Lead",CSE 307,0.08514038256835192
8154,"Recruiter, Google Cloud",CSE 307,0.08491998815443366
8155,"Business Analyst Intern, Summer 2018",CSE 307,0.0841530681362201
8156,"Enterprise Customer Development Representative, Google Cloud",CSE 307,0.0841530681362201
8157,"Specialist, Google Analytics Solutions",CSE 307,0.0841442913748324
8158,"Android UX Engineer, Front End, Waze",CSE 307,0.08400639407336712
8159,Disability Accommodation Specialist,CSE 307,0.08400639407336712
8160,"Policy Specialist, Extended Workforce Solutions",CSE 307,0.08254898947197944
8161,"Global Supply Chain Manager, Keyboard and Trackpad, Consumer Hardware",CSE 307,0.08225604217732325
8162,"Global Sourcing and Supply Manager, Camera, Consumer Hardware",CSE 307,0.08204657933674753
8163,Head of Creative Agencies,CSE 307,0.08204657933674753
8164,"Head of India Inside Sales, Google Cloud",CSE 307,0.08204657933674753
8165,"Head of South East Asia Inside Sales, Google Cloud (English)",CSE 307,0.08204657933674753
8166,"Inside Sales Manager Japan, Google Cloud",CSE 307,0.08204657933674753
8167,"Inside Sales Manager North Asia, Google Cloud (English)",CSE 307,0.08204657933674753
8168,"Regional Lead (APAC), Google Assistant Personality, Doodle Team",CSE 307,0.08204657933674753
8169,"Technical Program Manager, Data Center Design",CSE 307,0.0817344409180805
8170,"Associate Account Strategist (Russian), Global Customer Experience",CSE 307,0.08107171471820038
8171,"Associate Account Strategist, Global Customer Experience (Ukrainian)",CSE 307,0.08107171471820038
8172,"Design Producer, Hardware",CSE 307,0.08077770390082151
8173,"Manager, Large Customer Sales (Spanish)",CSE 307,0.08077770390082151
8174,Legal Assistant,CSE 307,0.08061696508084423
8175,"Mobile Sites UX and Conversion Specialist (German), Performance Team",CSE 307,0.08033647474367171
8176,"Product Marketing Manager, SMB Marketing (Spanish)",CSE 307,0.08033647474367171
8177,"Senior Accountant, Play Business Controller",CSE 307,0.08033647474367171
8178,"Systems Engineer, Site Reliability Engineering",CSE 307,0.08033647474367171
8179,"Vendor Manager, Google Technical Services",CSE 307,0.08033647474367171
8180,"Program Manager (Risk Management), Extended Workforce Solutions",CSE 307,0.08017135818954557
8181,"Live Show Producer, Events and Experiences",CSE 307,0.07996672322042286
8182,"Partner Sales Engineer Manager, Google Cloud",CSE 307,0.07996672322042286
8183,"Partner Sales Engineer, Google Cloud",CSE 307,0.07996672322042286
8184,UX Content Strategist,CSE 307,0.07985218925750814
8185,"Account Executive, Waze",CSE 307,0.07957957268226892
8186,"Protective Services Specialist, Event Security",CSE 307,0.0792648202041164
8187,"Business Development Consultant, Google Marketing Solutions (Swedish)",CSE 307,0.07895990413235268
8188,"Manager, Performance Specialists",CSE 307,0.07895990413235268
8189,Sales Development Manager (SDM),CSE 307,0.07895990413235268
8190,"Communications Manager, Ads and Commerce",CSE 307,0.07894589195493609
8191,"Food Service Manager, Americas",CSE 307,0.07894589195493609
8192,Online Sales Account Manager (Turkish),CSE 307,0.07894589195493609
8193,"Program Manager, Create for Enterprise (Hardware Partnerships)",CSE 307,0.07894589195493609
8194,"Strategic Partner Manager (Nordics), Online Partnerships Group",CSE 307,0.07894589195493609
8195,"Account Executive, Waze (Spanish)",CSE 307,0.07890220158733427
8196,"App Specialist, App Developer Sales (German)",CSE 307,0.07890220158733427
8197,"Product Strategy and Operations Lead, Consumer Payments (English, Russian)",CSE 307,0.07890220158733427
8198,"Senior Accountant, Revenue, Cloud Business Finance",CSE 307,0.07890220158733427
8199,"Data Analyst, Consumer Hardware",CSE 307,0.0788699671626091
8200,"G Suite Strategic Cloud Engineer, Google Professional Services",CSE 307,0.07879798971116543
8201,"Americas Books Merchandising Manager, Google Play",CSE 307,0.07871364130405709
8202,"Data Analyst, SMB Sales Growth Programs, Google Cloud",CSE 307,0.07852376846713013
8203,"Technical Solutions Engineer, Firebase, Google Cloud",CSE 307,0.07823620210401713
8204,"Account Manager, Large Customer Sales",CSE 307,0.07800127851078287
8205,"Associate Legal Counsel (Commercial), Mobile",CSE 307,0.07800127851078287
8206,"Business Development Manager, Agency",CSE 307,0.07800127851078287
8207,"Mobile UX Specialist, Large Customer Sales (English, Japanese)",CSE 307,0.07800127851078287
8208,"Product Analyst, Data Science",CSE 307,0.07798391208052635
8209,"Product Analytics Lead, Data Science",CSE 307,0.07798391208052635
8210,"Strategic Agency Consultant (MENA), Google Marketing Solutions",CSE 307,0.07798391208052635
8211,"Strategic Agency Consultant (Switzerland, Austria), Google Marketing Solutions",CSE 307,0.07798391208052635
8212,"Strategic Agency Consultant, Google Marketing Solutions (Dutch)",CSE 307,0.07798391208052635
8213,"Technical Program Manager, Fiber Network Data",CSE 307,0.07798391208052635
8214,"Corporate Operations Engineer, IT Support, EPM",CSE 307,0.07727376741822808
8215,"Director of Go-To-Market Communications, Google Cloud",CSE 307,0.07727376741822808
8216,"Industry Public Relations Manager, Google Cloud",CSE 307,0.07727376741822808
8217,"Partner Public Relations Manager, Google Cloud",CSE 307,0.07727376741822808
8218,"Chrome Customer Success Manager, Google Cloud",CSE 307,0.07719819333869964
8219,"Internet of Things (IoT) Product Specialist, Google Cloud",CSE 307,0.07719819333869964
8220,Global Partner Business Development Manager,CSE 307,0.07713501187972724
8221,JAPAC Partner Onboarding Manager,CSE 307,0.07713501187972724
8222,Accountant,CSE 307,0.07693909707013517
8223,"Analytical Consultant, Finance (Hebrew)",CSE 307,0.07693909707013517
8224,Internal Executive Communications and Event Producer,CSE 307,0.07693909707013517
8225,Quantitative User Experience Researcher,CSE 307,0.07693909707013517
8226,"Account Manager, DoubleClick (Full-time/Part-time)",CSE 307,0.07673041014932096
8227,"AdSpam Analyst, Trust and Safety",CSE 307,0.07650537776062265
8228,Brand Solution Strategist,CSE 307,0.07650537776062265
8229,"Consumer Product Marketing Manager, YouTube",CSE 307,0.07650537776062265
8230,"Finance Auditor, Internal Audit",CSE 307,0.07650537776062265
8231,"Head of Inside Sales, Google Cloud (English)",CSE 307,0.07650537776062265
8232,Legal Intern,CSE 307,0.07650537776062265
8233,"Partner Marketing Manager, Retail",CSE 307,0.07650537776062265
8234,"Product Marketing Manager, CRM, Google Store",CSE 307,0.07650537776062265
8235,Technical Contracts Manager,CSE 307,0.07650537776062265
8236,Financial Analyst,CSE 307,0.07632853528484702
8237,"Residual Manager, YouTube Originals",CSE 307,0.07632853528484702
8238,"Application Engineer, SAP",CSE 307,0.07583184251561761
8239,"Operations Specialist, Google People Services (Japanese)",CSE 307,0.07583184251561761
8240,"Operations Specialist, Google People Services (Traditional Mandarin)",CSE 307,0.07583184251561761
8241,Software Engineer,CSE 307,0.07583184251561761
8242,"Technical Specialist, Google Technical Services (English and Italian)",CSE 307,0.07583184251561761
8243,"Communications Analyst, Physical Security",CSE 307,0.07554516906384379
8244,Network Business Analyst,CSE 307,0.07554516906384379
8245,"Business Systems Analyst, Financial Applications",CSE 307,0.07538933871255722
8246,"Finance Manager, Google Technical Services",CSE 307,0.07538933871255722
8247,"Global Supply Chain and Sourcing Manager, CPUs, Consumer Hardware",CSE 307,0.07538933871255722
8248,"Product Operations and Strategy Lead, Engineering",CSE 307,0.07538933871255722
8249,"Publisher Intelligence Analyst, Online Partnerships Group",CSE 307,0.07538933871255722
8250,Software Engineering Manager,CSE 307,0.07538933871255722
8251,"Finance Manager, Pixel",CSE 307,0.07508975544478744
8252,"Program Manager, Security Ecosystem, Google Cloud",CSE 307,0.07508975544478744
8253,"Technical Program Manager, Cloud Infrastructure Planning and Resource Management",CSE 307,0.07508975544478744
8254,"Technical Solutions Consultant, Google Technical Services",CSE 307,0.07508975544478744
8255,"Technical Solutions Consultant, Google Technical Services (English, German)",CSE 307,0.07508975544478744
8256,"Events Manager Lead, Google Cloud Marketing",CSE 307,0.07482356857508421
8257,"UX Engineer, Front End, Waze",CSE 307,0.07482356857508421
8258,"User Experience Engineer Intern, Summer 2018",CSE 307,0.07482356857508421
8259,Associate Legal Counsel,CSE 307,0.07478419714607298
8260,"BOLD Intern, Summer 2018",CSE 307,0.07478419714607298
8261,"Business Intern 2018, Argentina",CSE 307,0.07478419714607298
8262,"Business Intern 2018, Brazil",CSE 307,0.07478419714607298
8263,"Business Intern 2018, Colombia",CSE 307,0.07478419714607298
8264,"Business Intern 2018, Mexico",CSE 307,0.07478419714607298
8265,Investment Grade Trader,CSE 307,0.07478419714607298
8266,"Merchant Network Planning and Quality Manager, Google Express",CSE 307,0.07478419714607298
8267,"Protective Services Specialist, Executive Protection",CSE 307,0.07478419714607298
8268,"User Experience Design Intern, Mid-Year 2018",CSE 307,0.07478419714607298
8269,Real Estate Portfolio Administrator,CSE 307,0.07463799496181309
8270,"Technical Program Manager, Google Cloud Functions",CSE 307,0.07463799496181309
8271,Advertising Operations Associate (Korean),CSE 307,0.07403645645827055
8272,Analytical Consultant,CSE 307,0.07403645645827055
8273,"Associate Account Strategist (Hungarian), GMS Sales",CSE 307,0.07403645645827055
8274,People Consultant,CSE 307,0.07403645645827055
8275,"APAC SMB Account Manager, Google Cloud (Mandarin, Cantonese)",CSE 307,0.07392472717911006
8276,"Account Manager, Display, Media Buying Solutions (Italian)",CSE 307,0.07392472717911006
8277,"Account Manager, Display, Media Buying Solutions (Spanish)",CSE 307,0.07392472717911006
8278,"Account Manager, Media Buying Solutions",CSE 307,0.07392472717911006
8279,"Cloud Manager (German), Inside Sales",CSE 307,0.07392472717911006
8280,"Enterprise Customer Development Representative, Google Cloud (English, Korean)",CSE 307,0.07392472717911006
8281,"Enterprise Customer Development Representative, Google Cloud (English, Mandarin, Cantonese)",CSE 307,0.07392472717911006
8282,"Enterprise Customer Development Representative, Google Cloud (Japanese)",CSE 307,0.07392472717911006
8283,"Enterprise Customer Development Representative, Google Cloud (Southeast Asian Language)",CSE 307,0.07392472717911006
8284,Compensation Analyst,CSE 307,0.07389382906258106
8285,Online Sales Account Manager (Dutch),CSE 307,0.07389382906258106
8286,"Online Sales Account Manager, Large Customer Sales (Norwegian, Danish, Swedish)",CSE 307,0.07389382906258106
8287,"Operations Support Associate (French), Legal Online Support",CSE 307,0.07389382906258106
8288,"Software Engineer, Site Reliability Engineering",CSE 307,0.07389382906258106
8289,Digital Marketing Strategist (German),CSE 307,0.07386451822239906
8290,"Global Head of Strategy and Operations, Brand Studio",CSE 307,0.07386451822239906
8291,"Program Manager, Product Data Management",CSE 307,0.07386451822239906
8292,"Web Solutions Engineer, Product and Tools Operations",CSE 307,0.07386451822239906
8293,"Associate Account Strategist (Ukrainian), GMS Sales",CSE 307,0.07372292097716127
8294,"Associate Account Strategist, Sales, Google Marketing Solutions (French)",CSE 307,0.07372292097716127
8295,"Central Strategy and Operations Lead, Cloud Marketing",CSE 307,0.07372292097716127
8296,"Partner Support Manager, Chromebook, Platforms and Ecosystems",CSE 307,0.07372292097716127
8297,"Supplier Development Engineer, Camera, Consumer Hardware",CSE 307,0.07372292097716127
8298,"Account Strategist, Global Partnerships Sales Engine",CSE 307,0.07350015881238506
8299,Global Head of Technical Staffing Operations,CSE 307,0.07350015881238506
8300,"Lead Product Analyst, Data Science",CSE 307,0.07350015881238506
8301,Sourcing Team Manager,CSE 307,0.07350015881238506
8302,"Staffing Channels Specialist, APAC",CSE 307,0.07350015881238506
8303,"Platforms Industry Manager, DoubleClick and Google Analytics 360",CSE 307,0.07342119589447975
8304,"Account Executive, Mid-Market, Google Marketing Solutions (English and German)",CSE 307,0.0732004204299301
8305,"User Experience Writer Intern, Summer 2018",CSE 307,0.07291928422637284
8306,"Chrome OEM Channel Sales Manager, Chrome Enterprise and Education",CSE 307,0.07276822886196896
8307,"Business Development Manager, OEM Partnerships, Google Cloud",CSE 307,0.07246452814433724
8308,Customer Success Manager,CSE 307,0.07246452814433724
8309,"Scaled Abuse Analyst, YouTube",CSE 307,0.07234542164951563
8310,Executive Briefing Manager,CSE 307,0.07221366909798235
8311,Lead Data Scientist,CSE 307,0.07221366909798235
8312,"Account Manager, Google Cloud Platform",CSE 307,0.0721205934882164
8313,"Account Manager, Mobile App Sales (Vietnamese, English)",CSE 307,0.0721205934882164
8314,"Associate Account Strategist (Polish), Global Customer Experience",CSE 307,0.0721205934882164
8315,"Associate Account Strategist, Global Customer Experience (Italian)",CSE 307,0.0721205934882164
8316,"Associate Account Strategist, Global Customer Services (French)",CSE 307,0.0721205934882164
8317,"Business Development Consultant, Google Marketing Solutions (Italian)",CSE 307,0.0721205934882164
8318,"Retail Partnerships Manager, Gift Cards, Google Play",CSE 307,0.0721205934882164
8319,"Deal Lead, Japan (English, Japanese)",CSE 307,0.07167970316950231
8320,"Global Solutions Advisor, Extended Workforce Solutions",CSE 307,0.07167970316950231
8321,"Global Supply Chain and Sourcing Manager, Sensors, Consumer Hardware",CSE 307,0.07167970316950231
8322,"Strategic Partner Manager, Global Partnerships (Hebrew, Russian)",CSE 307,0.07167970316950231
8323,"Ads Marketing Manager, Latin America, Waze (Spanish)",CSE 307,0.0711645689982106
8324,"Channel Partner Marketing Manager, Devices, Google Cloud",CSE 307,0.0711645689982106
8325,"Enablement Lead, Global Consulting Partnerships, Google Cloud",CSE 307,0.0711645689982106
8326,"Manager, Technical Specialists, Google Technical Services",CSE 307,0.0711645689982106
8327,"Partner Operations Manager, Commerce, Google Technical Services",CSE 307,0.0711645689982106
8328,"Partner Technology Manager, Product and Tool Operations, Google Technical Services",CSE 307,0.0711645689982106
8329,"Retail Strategy Lead, Retail Marketing",CSE 307,0.0711645689982106
8330,"Technical Enablement Manager, Global Partner, Google Cloud",CSE 307,0.0711645689982106
8331,"Analytical Lead, Home and Personal Care Vertical",CSE 307,0.07042404217645526
8332,"Analytical Lead, Media and Entertainment Vertical",CSE 307,0.07042404217645526
8333,"Analytical Lead, Pharmaceutical Vertical",CSE 307,0.07042404217645526
8334,"Business Intern, Veteran",CSE 307,0.07042404217645526
8335,"Business Strategy Lead, Phones Business",CSE 307,0.07042404217645526
8336,"Field Sales Representative, Federal Government, Google Cloud",CSE 307,0.07042404217645526
8337,"Product/Commercial Counsel (EMEA), Display, Analytics and Syndication",CSE 307,0.07042404217645526
8338,Regional Counsel,CSE 307,0.07042404217645526
8339,Account Manager,CSE 307,0.07036945009604097
8340,"Marketing Analytics Manager, SMB Marketing",CSE 307,0.07036945009604097
8341,US GAAP Accountant,CSE 307,0.07036945009604097
8342,UX Design Lead,CSE 307,0.07036945009604097
8343,UX Design Manager,CSE 307,0.07036945009604097
8344,"Account Manager, Channel Sales",CSE 307,0.06997928225900978
8345,"Strategic Negotiator, Data Center",CSE 307,0.06992608630098403
8346,"Partner Business Manager, System Integrator Partnerships",CSE 307,0.06984809678979217
8347,"Partner Growth Lead, Global Technology Partnerships (English, German)",CSE 307,0.06984809678979217
8348,"Measurement Solutions Consultant, Google Technical Services",CSE 307,0.06982714908663183
8349,"Networking Product Specialist, Google Cloud",CSE 307,0.06974496106849984
8350,"Networking Product Specialist, Google Cloud (English)",CSE 307,0.06974496106849984
8351,"Associate Commercial Counsel, Google Cloud",CSE 307,0.06933981421752833
8352,"Market Intelligence Analyst, Consumer Hardware Products",CSE 307,0.06863332480425015
8353,"Technical Program Manager, Enterprise Communications",CSE 307,0.06863332480425015
8354,"Product Marketing Manager, Digital Skills for Economic Impact",CSE 307,0.06852490107994527
8355,"Product Marketing Manager, YouTube Music and Subscriptions",CSE 307,0.06852490107994527
8356,"Head of Ads Finance, Acquisitions, Google Marketing Solutions",CSE 307,0.06833506869152188
8357,"Head of Internal Communications, Distribution and Go-to-Market, Google Cloud",CSE 307,0.06833506869152188
8358,"Internal Communications Manager, Ads and Commerce",CSE 307,0.06833506869152188
8359,"Policy Advisor, Trust and Safety",CSE 307,0.06833506869152188
8360,"Principal, Financial Technology and Strategy, Alphabet",CSE 307,0.06833506869152188
8361,"Associate Legal Counsel, Development, Production and Licensing, YouTube Originals",CSE 307,0.06826565070077777
8362,"Program Manager, Third Party Risk Management (3PRM)",CSE 307,0.06779770732391625
8363,"Channel Manager, Hardware Partnerships",CSE 307,0.06772307476494462
8364,"Engineering Manager, Consumer Hardware",CSE 307,0.06772307476494462
8365,"Business Intern 2017, Australia",CSE 307,0.0676605469547212
8366,Cloud DevOps and Infrastructure Engineer for Silicon Design,CSE 307,0.0676183654461056
8367,"Alliances Marketing Manager, Google Cloud",CSE 307,0.0671602192800492
8368,"Associate Legal Counsel, Commercial (Google Cloud Platform)",CSE 307,0.06691236752085387
8369,"Big Data Product Specialist, Google Cloud (English)",CSE 307,0.06668421352514997
8370,"Compliance Manager (SOX), Internal Controls",CSE 307,0.06627087087836117
8371,"Legal Specialist Team Lead, Online Operations",CSE 307,0.06600332101806998
8372,"Operations Lead, Google Play",CSE 307,0.06542333750985563
8373,Product Marketing Manager,CSE 307,0.06542333750985563
8374,"Sales Analyst, Google Cloud",CSE 307,0.06542333750985563
8375,"Vendor Strategy Manager, Google Technical Services",CSE 307,0.06542333750985563
8376,"Industry Manager, Telecom (English and Russian speaking)",CSE 307,0.06529311554040759
8377,Google Childrens Center Teacher,CSE 307,0.06527262357994915
8378,"Analyst, Partnerships and Trading, Large Customer Sales",CSE 307,0.0650527992285788
8379,"Brand and Creative Strategist, Brand Studio (APAC)",CSE 307,0.0650527992285788
8380,"Branding and Video Specialist, Northern Europe",CSE 307,0.0650527992285788
8381,"Creative Technology Lead, Brand Studio (APAC)",CSE 307,0.0650527992285788
8382,"Visual Designer, Events and Experiences",CSE 307,0.0650527992285788
8383,Sustaining Manufacturing Process Engineer,CSE 307,0.06468181377276778
8384,"Partner Development Manager, Google Cloud",CSE 307,0.06444351067766547
8385,"Associate Legal Counsel, Commercial",CSE 307,0.06430780715309084
8386,"Consumer Operations Product Support Manager, (Multiple Products)",CSE 307,0.06430780715309084
8387,"Display Technology Lead, Consumer Hardware",CSE 307,0.06430780715309084
8388,"North America Payroll, Project and Process Manager",CSE 307,0.06418219739571214
8389,Store Operations Associate,CSE 307,0.06416945208329708
8390,"Global Supply Chain Manager, Display/Touch, Consumer Hardware",CSE 307,0.0638721159164561
8391,"Finance Manager, Google Cloud Customers",CSE 307,0.0633246102835983
8392,"Head of Go-To-Market, Brazil",CSE 307,0.0633246102835983
8393,"Program Manager, Geo Data Operations",CSE 307,0.0633246102835983
8394,"Technical Program Manager, Angular",CSE 307,0.0633246102835983
8395,"Director, Global Payroll Operations",CSE 307,0.06330798019189388
8396,"Strategy Associate, Search and Assistant Distribution, Global Partnerships",CSE 307,0.06330798019189388
8397,Video Algorithm Engineer,CSE 307,0.06330798019189388
8398,"Operations Specialist, Google People Services",CSE 307,0.06274174451828003
8399,"Account Manager, Automotive (Japanese, English)",CSE 307,0.06260763241443783
8400,Associate Product Counsel,CSE 307,0.06260763241443783
8401,"Communications and Programs Manager, Google Technical Services",CSE 307,0.06260763241443783
8402,"Software Engineering Manager, G Suite",CSE 307,0.06260763241443783
8403,"Mobile UX Lead, Large Customer Sales (English, Mandarin)",CSE 307,0.062371330056339505
8404,Process Design and Technology Project Manager,CSE 307,0.062371330056339505
8405,"Program Manager, Alphabet PMO",CSE 307,0.062371330056339505
8406,Head of Professional Services,CSE 307,0.06210950114764273
8407,"Head of Professional Services (English, French)",CSE 307,0.06210950114764273
8408,"Global Supply Chain Manager, Cable and Connector, Consumer Hardware",CSE 307,0.06189528529066592
8409,"Global Supply Chain Manager, FPCB and PCB, Consumer Hardware",CSE 307,0.06189528529066592
8410,"Revenue Accountant, Cloud Business Finance",CSE 307,0.06188250806881115
